game,date,age,team,opp,result,mp,fg,fga,fgp,three,threeatt,threep,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pts,game_score,minus_plus
29,2015-12-29,30-364,CLE,DEN,W (+6),34:23,13,24,.542,1,3,.333,7,8,.875,3,3,6,2,2,1,5,34,23.3,+3
30,2016-01-02,31-003,CLE,ORL,W (+25),29:13,11,18,.611,4,7,.571,3,4,.750,0,5,5,3,2,0,0,29,25.2,+28
31,2016-01-04,31-005,CLE,TOR,W (+22),30:41,7,11,.636,1,2,.500,5,8,.625,0,2,2,7,3,0,2,20,20.0,+11
32,2016-01-06,31-007,CLE,WAS,W (+6),39:42,12,22,.545,4,9,.444,6,8,.750,0,10,10,4,1,1,2,34,26.9,+2
33,2016-01-08,31-009,CLE,MIN,W (+26),32:14,5,12,.417,0,4,.000,3,4,.750,0,12,12,8,1,2,3,13,14.4,+21
34,2016-01-10,31-011,CLE,PHI,W (+10),37:00,15,22,.682,3,5,.600,4,6,.667,0,7,7,9,2,0,2,37,34.8,+11
35,2016-01-12,31-013,CLE,DAL,W (+3),41:43,9,17,.529,3,6,.500,6,8,.750,3,7,10,7,2,0,4,27,24.2,+2
36,2016-01-14,31-015,CLE,SAS,L (-4),37:20,9,17,.529,1,3,.333,3,4,.750,2,5,7,5,0,0,4,22,14.1,+9
37,2016-01-15,31-016,CLE,HOU,W (+14),36:23,7,14,.500,1,2,.500,4,6,.667,2,5,7,7,0,2,4,19,16.0,+10
38,2016-01-18,31-019,CLE,GSW,L (-34),32:53,7,16,.438,0,3,.000,2,2,1.000,1,4,5,5,1,1,3,16,11.3,-34
39,2016-01-20,31-021,CLE,BRK,W (+13),29:03,7,12,.583,1,1,1.000,2,4,.500,0,1,1,5,1,1,4,17,11.7,+15
40,2016-01-21,31-022,CLE,LAC,W (+13),35:11,9,17,.529,1,4,.250,3,5,.600,1,4,5,12,0,0,0,22,21.6,+21
41,2016-01-23,31-024,CLE,CHI,L (-13),39:44,11,27,.407,0,5,.000,4,7,.571,3,10,13,9,2,1,1,26,22.2,-2
42,2016-01-25,31-026,CLE,MIN,W (+7),38:01,11,15,.733,1,1,1.000,2,3,.667,0,4,4,9,1,1,5,25,21.9,+1
43,2016-01-27,31-028,CLE,PHO,W (+22),31:01,7,8,.875,0,1,.000,7,7,1.000,0,3,3,9,0,0,2,21,22.6,+16
44,2016-01-29,31-030,CLE,DET,W (+8),35:48,7,16,.438,0,2,.000,6,7,.857,1,8,9,8,1,0,1,20,18.7,+19
45,2016-01-30,31-031,CLE,SAS,W (+14),34:09,10,17,.588,0,2,.000,9,11,.818,1,4,5,7,2,2,2,29,27.7,+14
46,2016-02-01,31-033,CLE,IND,W (+5),43:35,9,22,.409,0,5,.000,6,10,.600,2,10,12,6,2,1,1,24,20.1,-1
47,2016-02-03,31-035,CLE,CHO,L (-9),39:08,10,21,.476,0,3,.000,3,5,.600,0,6,6,6,1,2,1,23,18.5,-9
48,2016-02-05,31-037,CLE,BOS,L (-1),38:05,9,23,.391,0,5,.000,12,17,.706,3,4,7,4,2,1,6,30,17.5,-7
49,2016-02-06,31-038,CLE,NOP,W (+15),36:42,11,20,.550,2,5,.400,3,3,1.000,0,3,3,8,1,0,2,27,22.1,+8
50,2016-02-08,31-040,CLE,SAC,W (+20),30:54,8,16,.500,1,2,.500,4,5,.800,1,9,10,10,2,1,4,21,21.3,+16
51,2016-02-10,31-042,CLE,LAL,W (+9),36:40,12,22,.545,3,6,.500,2,5,.400,1,6,7,11,1,0,1,29,27.0,+16
52,2016-02-18,31-050,CLE,CHI,W (+11),34:37,11,19,.579,0,2,.000,3,3,1.000,2,7,9,9,0,1,2,25,23.4,+13
53,2016-02-21,31-053,CLE,OKC,W (+23),37:30,11,22,.500,2,5,.400,1,1,1.000,3,4,7,11,3,0,5,25,21.8,+22
54,2016-02-22,31-054,CLE,DET,L (-8),37:30,5,18,.278,0,4,.000,2,2,1.000,1,7,8,5,3,0,6,12,3.9,-4
55,2016-02-24,31-056,CLE,CHO,W (+11),30:19,8,13,.615,2,4,.500,5,8,.625,1,6,7,7,2,0,2,23,22.9,+4
56,2016-02-26,31-058,CLE,TOR,L (-2),40:29,9,18,.500,2,4,.500,5,9,.556,1,7,8,7,1,0,6,25,16.3,+10
57,2016-02-29,31-061,CLE,IND,W (+4),36:49,14,22,.636,2,4,.500,3,5,.600,0,5,5,4,2,0,5,33,22.9,+12
58,2016-03-04,31-065,CLE,WAS,W (+25),30:23,7,18,.389,1,4,.250,4,4,1.000,1,12,13,8,3,0,1,19,20.7,+15
59,2016-03-05,31-066,CLE,BOS,W (+17),36:00,11,20,.550,1,4,.250,5,9,.556,4,7,11,8,2,1,4,28,25.2,+4
60,2016-03-07,31-068,CLE,MEM,L (-3),37:38,11,19,.579,2,4,.500,4,5,.800,2,7,9,5,1,0,4,28,21.9,-9
61,2016-03-09,31-070,CLE,SAC,W (+9),36:33,8,19,.421,1,5,.200,8,9,.889,4,7,11,6,0,0,5,25,18.2,+16
62,2016-03-10,31-071,CLE,LAL,W (+12),34:50,9,18,.500,1,4,.250,5,8,.625,2,3,5,7,0,2,3,24,18.6,+6
63,2016-03-13,31-074,CLE,LAC,W (+24),30:43,9,15,.600,3,4,.750,6,7,.857,1,5,6,5,1,0,2,27,23.6,+16
64,2016-03-14,31-075,CLE,UTA,L (-9),36:53,10,20,.500,2,6,.333,1,2,.500,6,6,12,3,1,0,3,23,18.7,+6
65,2016-03-18,31-079,CLE,ORL,W (+6),35:44,6,15,.400,0,3,.000,6,6,1.000,1,6,7,8,1,1,4,18,14.5,-5
66,2016-03-19,31-080,CLE,MIA,L (-21),26:38,13,20,.650,0,3,.000,0,0,,0,3,3,3,1,0,3,26,17.8,-23
67,2016-03-21,31-082,CLE,DEN,W (+33),33:26,12,19,.632,1,2,.500,8,11,.727,3,8,11,11,0,0,3,33,31.7,+38
68,2016-03-23,31-084,CLE,MIL,W (+9),36:55,9,22,.409,1,4,.250,7,10,.700,5,1,6,8,2,1,2,26,23.1,+12
69,2016-03-24,31-085,CLE,BRK,L (-9),35:04,13,16,.813,1,2,.500,3,4,.750,1,5,6,5,1,0,4,30,25.5,-8
70,2016-03-26,31-087,CLE,NYK,W (+14),35:46,10,21,.476,2,3,.667,5,6,.833,3,8,11,11,1,2,2,27,26.9,+20
71,2016-03-31,31-092,CLE,BRK,W (+20),30:40,8,11,.727,0,0,,8,10,.800,0,4,4,11,2,1,6,24,24.3,+28
72,2016-04-01,31-093,CLE,ATL,W (+2),44:25,12,26,.462,1,5,.200,4,5,.800,3,13,16,9,3,1,3,29,26.6,+6
73,2016-04-03,31-095,CLE,CHO,W (+9),40:50,14,22,.636,0,0,,3,3,1.000,3,5,8,12,2,0,5,31,28.6,+10
74,2016-04-05,31-097,CLE,MIL,W (+29),28:04,7,9,.778,1,2,.500,2,2,1.000,0,5,5,9,0,1,4,17,18.0,+22
75,2016-04-09,31-101,CLE,CHI,L (-3),38:33,13,17,.765,4,5,.800,3,4,.750,3,4,7,3,0,1,4,33,27.6,+7
76,2016-04-11,31-103,CLE,ATL,W (+15),32:25,13,16,.813,3,4,.750,5,5,1.000,1,5,6,6,2,1,4,34,32.3,+13
1,2016-10-25,31-300,CLE,NYK,W (+29),32:23,9,14,.643,0,3,.000,1,2,.500,3,8,11,14,0,1,4,19,22.2,+27
2,2016-10-28,31-303,CLE,TOR,W (+3),38:40,7,16,.438,2,6,.333,5,7,.714,2,6,8,7,0,0,5,21,14.1,0
3,2016-10-29,31-304,CLE,ORL,W (+6),39:00,7,16,.438,2,6,.333,7,11,.636,1,5,6,9,1,1,2,23,20.4,+1
4,2016-11-01,31-307,CLE,HOU,W (+8),35:51,6,12,.500,1,3,.333,6,10,.600,3,10,13,8,0,0,4,19,16.5,+15
5,2016-11-03,31-309,CLE,BOS,W (+6),36:22,12,22,.545,1,4,.250,5,5,1.000,1,6,7,12,1,0,2,30,28.5,+18
6,2016-11-05,31-311,CLE,PHI,W (+1),35:52,9,23,.391,1,5,.200,6,7,.857,1,7,8,14,2,1,5,25,22.0,+11
7,2016-11-08,31-314,CLE,ATL,L (-4),36:52,8,17,.471,2,5,.400,5,5,1.000,2,7,9,5,3,0,1,23,22.1,+7
8,2016-11-11,31-317,CLE,WAS,W (+11),38:06,9,18,.500,3,4,.750,6,9,.667,0,10,10,5,2,2,6,27,20.3,+7
9,2016-11-13,31-319,CLE,CHO,W (+7),38:42,8,21,.381,2,5,.400,1,2,.500,0,8,8,8,1,1,3,19,13.8,+12
10,2016-11-15,31-321,CLE,TOR,W (+4),38:04,10,15,.667,2,5,.400,6,10,.600,0,9,9,15,1,0,5,28,28.3,+1
11,2016-11-18,31-324,CLE,DET,W (+23),28:03,9,14,.643,1,3,.333,2,3,.667,0,3,3,3,0,1,2,21,15.7,+21
12,2016-11-23,31-329,CLE,POR,W (+12),37:30,11,21,.524,2,3,.667,7,8,.875,1,9,10,13,3,0,3,31,32.8,+17
13,2016-11-25,31-331,CLE,DAL,W (+38),29:03,6,13,.462,2,5,.400,5,5,1.000,0,5,5,11,1,0,4,19,18.1,+33
14,2016-11-27,31-333,CLE,PHI,W (+4),41:30,9,19,.474,1,4,.250,7,9,.778,2,8,10,13,1,0,5,26,24.4,+2
15,2016-11-29,31-335,CLE,MIL,L (-17),32:53,8,16,.500,3,8,.375,3,7,.429,0,4,4,4,0,0,7,22,8.2,-12
16,2016-12-01,31-337,CLE,LAC,L (-19),33:37,5,14,.357,0,2,.000,6,11,.545,1,4,5,5,2,0,5,16,7.8,-20
17,2016-12-02,31-338,CLE,CHI,L (-6),44:40,13,22,.591,1,3,.333,0,0,,0,5,5,13,0,0,8,27,18.6,-3
18,2016-12-05,31-341,CLE,TOR,W (+4),42:01,12,26,.462,2,7,.286,8,9,.889,3,5,8,7,2,0,1,34,28.9,+9
19,2016-12-07,31-343,CLE,NYK,W (+32),32:27,7,10,.700,1,2,.500,10,14,.714,2,4,6,7,1,2,4,25,24.3,+32
20,2016-12-09,31-345,CLE,MIA,W (+30),37:19,12,22,.545,1,3,.333,2,4,.500,2,6,8,8,3,0,3,27,23.6,+21
21,2016-12-10,31-346,CLE,CHO,W (+11),42:27,17,24,.708,5,10,.500,5,9,.556,1,8,9,10,3,1,5,44,40.0,-2
22,2016-12-13,31-349,CLE,MEM,W (+17),36:29,9,17,.529,0,4,.000,5,8,.625,1,5,6,8,3,0,6,23,17.9,+8
23,2016-12-17,31-353,CLE,LAL,W (+11),38:55,9,18,.500,2,5,.400,6,11,.545,1,6,7,9,2,2,2,26,24.8,+17
24,2016-12-20,31-356,CLE,MIL,W (+6),47:29,12,25,.480,5,9,.556,5,6,.833,3,9,12,7,1,1,2,34,29.5,+8
25,2016-12-21,31-357,CLE,MIL,W (+11),34:25,12,24,.500,4,7,.571,1,1,1.000,1,8,9,6,0,0,2,29,22.3,+26
26,2016-12-23,31-359,CLE,BRK,W (+20),27:16,7,16,.438,0,3,.000,5,6,.833,1,3,4,6,3,0,1,19,18.0,+33
27,2016-12-25,31-361,CLE,GSW,W (+1),40:11,12,22,.545,4,8,.500,3,7,.429,5,8,13,4,2,1,5,31,24.4,+4
28,2016-12-29,31-365,CLE,BOS,W (+6),43:44,9,18,.500,2,6,.333,3,7,.429,2,6,8,11,1,3,8,23,17.6,+1
29,2016-12-31,32-001,CLE,CHO,W (+12),35:47,12,25,.480,4,8,.500,4,6,.667,2,4,6,9,1,0,1,32,27.0,+17
30,2017-01-02,32-003,CLE,NOP,W (+8),38:55,9,21,.429,0,4,.000,8,10,.800,2,5,7,6,2,1,4,26,19.5,-4
31,2017-01-04,32-005,CLE,CHI,L (-12),36:53,12,21,.571,1,2,.500,6,9,.667,2,6,8,7,1,0,5,31,23.2,-13
32,2017-01-06,32-007,CLE,BRK,W (+8),35:17,14,20,.700,0,1,.000,8,10,.800,0,9,9,6,3,0,5,36,30.9,+20
33,2017-01-08,32-009,CLE,PHO,W (+4),39:31,11,17,.647,2,4,.500,4,6,.667,3,5,8,4,1,0,7,28,18.9,-2
34,2017-01-10,32-011,CLE,UTA,L (-8),36:55,10,20,.500,3,6,.500,6,7,.857,1,5,6,5,4,0,4,29,24.3,-8
35,2017-01-11,32-012,CLE,POR,L (-16),30:31,5,12,.417,2,5,.400,8,9,.889,1,10,11,4,1,1,5,20,16.0,-7
36,2017-01-13,32-014,CLE,SAC,W (+12),41:41,6,12,.500,1,4,.250,3,3,1.000,0,2,2,15,1,1,5,16,17.0,+16
37,2017-01-16,32-017,CLE,GSW,L (-35),35:00,6,18,.333,1,4,.250,7,10,.700,2,6,8,2,1,0,6,20,7.8,-32
38,2017-01-19,32-020,CLE,PHO,W (+15),39:08,8,12,.667,0,2,.000,5,8,.625,0,9,9,15,1,2,4,21,25.4,+14
39,2017-01-21,32-022,CLE,SAS,L (-3),45:20,11,16,.688,2,5,.400,5,7,.714,0,6,6,7,2,0,7,29,21.1,-16
40,2017-01-23,32-024,CLE,NOP,L (-2),43:43,11,21,.524,1,4,.250,3,4,.750,2,8,10,12,2,0,6,26,22.7,-10
41,2017-01-25,32-026,CLE,SAC,L (-4),44:49,8,15,.533,0,3,.000,8,11,.727,4,9,13,11,2,1,5,24,25.2,-1
42,2017-01-27,32-028,CLE,BRK,W (+8),34:14,13,18,.722,1,3,.333,4,7,.571,0,5,5,11,0,0,5,31,26.2,+22
43,2017-01-29,32-030,CLE,OKC,W (+16),36:50,9,18,.500,0,2,.000,7,10,.700,1,13,14,8,1,0,2,25,23.6,+11
44,2017-01-30,32-031,CLE,DAL,L (-7),37:17,9,19,.474,1,6,.167,4,8,.500,0,9,9,9,2,0,5,23,17.7,-8
45,2017-02-01,32-033,CLE,MIN,W (+28),34:28,11,14,.786,1,2,.500,4,7,.571,0,8,8,12,2,1,2,27,31.5,+16
46,2017-02-04,32-036,CLE,NYK,W (+7),39:35,12,20,.600,4,8,.500,4,5,.800,0,5,5,10,0,0,5,32,25.5,+11
47,2017-02-06,32-038,CLE,WAS,W (+5),42:04,12,18,.667,6,8,.750,2,5,.400,0,7,7,17,2,2,6,32,32.0,0
48,2017-02-08,32-040,CLE,IND,W (+15),38:16,9,16,.563,1,2,.500,6,8,.750,1,5,6,9,1,1,4,25,22.0,+8
49,2017-02-09,32-041,CLE,OKC,L (-9),40:53,8,19,.421,1,4,.250,1,3,.333,1,4,5,7,2,2,3,18,13.9,-4
50,2017-02-11,32-043,CLE,DEN,W (+16),33:09,11,16,.688,1,1,1.000,4,4,1.000,0,5,5,12,2,0,6,27,25.7,+26
51,2017-02-14,32-046,CLE,MIN,W (+8),39:30,10,14,.714,2,3,.667,3,6,.500,1,7,8,14,0,0,6,25,23.4,+10
52,2017-02-15,32-047,CLE,IND,W (+9),32:35,12,17,.706,4,5,.800,3,4,.750,0,5,5,4,1,0,4,31,24.0,+9
53,2017-02-23,32-055,CLE,NYK,W (+15),37:06,7,11,.636,0,2,.000,4,6,.667,0,13,13,15,0,3,6,18,22.4,+10
54,2017-02-27,32-059,CLE,MIL,W (+7),37:11,8,12,.667,1,2,.500,7,9,.778,0,10,10,6,0,0,3,24,21.8,+8
55,2017-03-01,32-061,CLE,BOS,L (-4),40:02,10,21,.476,3,6,.500,5,8,.625,5,8,13,10,1,1,4,28,25.5,-3
56,2017-03-03,32-063,CLE,ATL,W (+5),39:10,14,27,.519,6,10,.600,4,8,.500,1,12,13,8,0,0,2,38,29.4,+5
57,2017-03-06,32-066,CLE,MIA,L (-8),38:41,11,22,.500,2,5,.400,6,10,.600,3,14,17,6,1,1,3,30,25.8,+14
58,2017-03-09,32-069,CLE,DET,L (-5),39:05,12,22,.545,0,6,.000,5,8,.625,4,10,14,10,1,0,3,29,27.6,+18
59,2017-03-11,32-071,CLE,ORL,W (+12),37:34,8,14,.571,2,5,.400,6,10,.600,0,12,12,12,0,1,4,24,23.3,+12
60,2017-03-12,32-072,CLE,HOU,L (-5),40:10,12,20,.600,4,11,.364,2,3,.667,0,7,7,5,2,0,8,30,19.2,-9
61,2017-03-14,32-074,CLE,DET,W (+32),28:24,6,12,.500,0,2,.000,4,5,.800,0,11,11,12,0,0,2,16,19.3,+22
62,2017-03-16,32-076,CLE,UTA,W (+8),38:15,13,20,.650,2,5,.400,5,10,.500,0,10,10,6,2,1,6,33,26.1,+14
63,2017-03-19,32-079,CLE,LAL,W (+5),37:51,13,22,.591,3,8,.375,5,8,.625,0,6,6,7,1,0,3,34,26.5,+12
64,2017-03-22,32-082,CLE,DEN,L (-13),34:10,8,12,.667,0,2,.000,2,4,.500,2,4,6,5,0,0,4,18,13.7,-30
65,2017-03-24,32-084,CLE,CHO,W (+7),39:54,9,14,.643,0,1,.000,14,16,.875,0,9,9,11,1,2,4,32,33.0,+1
66,2017-03-25,32-085,CLE,WAS,L (-12),40:35,10,21,.476,0,4,.000,4,6,.667,3,8,11,8,0,1,3,24,19.5,-11
67,2017-03-27,32-087,CLE,SAS,L (-29),29:32,7,17,.412,0,3,.000,3,6,.500,3,5,8,8,0,0,2,17,12.7,-13
68,2017-03-30,32-090,CLE,CHI,L (-6),39:07,11,20,.550,1,7,.143,3,7,.429,1,9,10,8,1,1,4,26,21.5,-3
69,2017-03-31,32-091,CLE,PHI,W (+17),29:56,14,22,.636,3,7,.429,3,6,.500,2,7,9,6,0,0,2,34,27.9,+31
70,2017-04-02,32-093,CLE,IND,W (+5),51:39,16,29,.552,3,10,.300,6,12,.500,4,10,14,11,2,1,1,41,38.3,-1
71,2017-04-04,32-095,CLE,ORL,W (+20),37:06,7,14,.500,0,3,.000,4,6,.667,1,10,11,11,2,1,6,18,17.5,+17
72,2017-04-05,32-096,CLE,BOS,W (+23),38:33,14,22,.636,1,4,.250,7,7,1.000,2,8,10,6,1,2,3,36,32.4,+32
73,2017-04-07,32-098,CLE,ATL,L (-14),41:25,12,15,.800,1,2,.500,2,6,.333,1,7,8,7,2,0,5,27,24.4,-15
74,2017-04-09,32-100,CLE,ATL,L (-1),46:50,11,21,.524,1,3,.333,9,10,.900,3,13,16,10,1,0,3,32,29.9,+1
1,2017-10-17,32-291,CLE,BOS,W (+3),41:12,12,19,.632,1,5,.200,4,4,1.000,1,15,16,9,0,2,4,29,28.2,+2
2,2017-10-20,32-294,CLE,MIL,W (+19),37:25,10,16,.625,2,4,.500,2,2,1.000,1,4,5,8,1,1,5,24,20.6,+13
3,2017-10-21,32-295,CLE,ORL,L (-21),31:12,8,15,.533,1,3,.333,5,6,.833,0,4,4,2,1,1,1,22,17.6,-31
4,2017-10-24,32-298,CLE,CHI,W (+7),37:15,13,20,.650,4,6,.667,4,5,.800,0,2,2,13,3,0,2,34,35.1,+7
5,2017-10-25,32-299,CLE,BRK,L (-5),41:22,12,20,.600,1,2,.500,4,8,.500,1,9,10,13,0,4,8,29,25.1,-2
6,2017-10-28,32-302,CLE,NOP,L (-22),30:46,6,11,.545,1,3,.333,5,6,.833,0,3,3,8,0,0,4,18,13.6,-10
7,2017-10-29,32-303,CLE,NYK,L (-19),39:28,7,15,.467,1,4,.250,1,1,1.000,1,9,10,7,2,0,4,16,13.8,-17
8,2017-11-01,32-306,CLE,IND,L (-17),37:28,14,22,.636,1,5,.200,4,5,.800,1,5,6,11,2,1,8,33,27.0,-12
9,2017-11-03,32-308,CLE,WAS,W (+8),42:41,23,34,.676,2,4,.500,9,9,1.000,5,6,11,7,3,2,3,57,53.2,+6
10,2017-11-05,32-310,CLE,ATL,L (-2),40:35,10,17,.588,0,3,.000,6,6,1.000,2,3,5,13,1,2,6,26,24.3,-4
11,2017-11-07,32-312,CLE,MIL,W (+5),36:42,10,20,.500,2,4,.500,8,10,.800,1,7,8,9,3,0,1,30,29.9,+6
12,2017-11-09,32-314,CLE,HOU,L (-4),40:01,15,24,.625,1,4,.250,2,3,.667,0,4,4,7,1,1,8,33,20.0,+5
13,2017-11-11,32-316,CLE,DAL,W (+7),41:47,6,14,.429,1,3,.333,6,8,.750,1,10,11,4,0,1,6,19,10.8,+5
14,2017-11-13,32-318,CLE,NYK,W (+3),36:16,7,14,.500,2,4,.500,7,10,.700,3,6,9,12,0,3,5,23,23.8,+2
15,2017-11-15,32-320,CLE,CHO,W (+8),36:38,12,24,.500,4,7,.571,3,3,1.000,2,4,6,8,2,1,3,31,25.3,+1
16,2017-11-17,32-322,CLE,LAC,W (+5),46:08,17,26,.654,4,9,.444,1,5,.200,1,13,14,6,0,0,6,39,28.8,+1
17,2017-11-20,32-325,CLE,DET,W (+28),27:16,7,14,.500,3,5,.600,1,1,1.000,0,2,2,8,1,1,0,18,18.1,+21
18,2017-11-22,32-327,CLE,BRK,W (+10),33:26,11,17,.647,4,7,.571,7,9,.778,1,5,6,5,2,0,3,33,28.6,+20
19,2017-11-24,32-329,CLE,CHO,W (+1),39:34,10,20,.500,3,8,.375,4,7,.571,1,15,16,13,0,3,3,27,28.4,-2
20,2017-11-27,32-332,CLE,PHI,W (+22),31:03,12,23,.522,3,7,.429,3,4,.750,3,11,14,6,0,0,3,30,24.9,+1
21,2017-11-28,32-333,CLE,MIA,W (+11),28:26,10,16,.625,1,3,.333,0,1,.000,2,10,12,6,5,1,2,21,25.3,+26
22,2017-11-30,32-335,CLE,ATL,W (+7),37:34,8,11,.727,3,6,.500,5,7,.714,1,5,6,12,2,2,3,24,28.5,+10
23,2017-12-02,32-337,CLE,MEM,W (+5),39:09,13,22,.591,0,3,.000,8,8,1.000,0,2,2,12,0,1,5,34,28.1,-5
24,2017-12-04,32-339,CLE,CHI,W (+22),34:16,9,15,.600,2,4,.500,3,4,.750,0,7,7,6,2,0,2,23,21.6,+27
25,2017-12-06,32-341,CLE,SAC,W (+6),41:03,12,18,.667,5,8,.625,3,6,.500,2,9,11,9,3,2,7,32,30.8,+2
26,2017-12-08,32-343,CLE,IND,L (-4),39:25,12,22,.545,1,5,.200,4,5,.800,2,8,10,8,1,2,3,29,26.4,+3
27,2017-12-09,32-344,CLE,PHI,W (+7),38:44,9,23,.391,2,6,.333,10,12,.833,3,10,13,13,3,0,6,30,27.5,-3
28,2017-12-12,32-347,CLE,ATL,W (+9),35:01,11,13,.846,2,3,.667,1,2,.500,0,7,7,17,2,0,2,25,32.3,+19
29,2017-12-14,32-349,CLE,LAL,W (+9),38:43,8,18,.444,1,6,.167,8,12,.667,1,11,12,12,2,2,5,25,24.8,+14
30,2017-12-16,32-351,CLE,UTA,W (+9),36:48,9,15,.600,1,4,.250,10,10,1.000,0,11,11,10,1,0,5,29,27.6,0
31,2017-12-17,32-352,CLE,WAS,W (+7),41:21,8,23,.348,2,7,.286,2,3,.667,2,9,11,15,0,1,6,20,14.4,+4
32,2017-12-19,32-354,CLE,MIL,L (-3),34:14,14,22,.636,6,11,.545,5,5,1.000,0,1,1,7,3,2,7,39,31.4,-7
33,2017-12-21,32-356,CLE,CHI,W (+3),39:06,12,23,.522,2,5,.400,8,8,1.000,1,5,6,9,3,0,4,34,29.8,+5
34,2017-12-25,32-360,CLE,GSW,L (-7),40:03,7,18,.389,2,7,.286,4,7,.571,1,5,6,6,0,0,7,20,7.6,-1
35,2017-12-27,32-362,CLE,SAC,L (-14),37:42,6,17,.353,0,2,.000,4,5,.800,2,8,10,14,5,0,4,16,19.9,-11
36,2017-12-30,33-000,CLE,UTA,L (-3),37:27,12,22,.545,1,7,.143,4,5,.800,1,7,8,6,2,1,6,29,21.3,-5
37,2018-01-02,33-003,CLE,POR,W (+17),33:49,10,17,.588,0,2,.000,4,4,1.000,1,5,6,8,4,1,3,24,24.8,0
38,2018-01-03,33-004,CLE,BOS,L (-14),32:42,8,15,.533,0,2,.000,3,3,1.000,0,7,7,6,1,1,4,19,15.3,-6
39,2018-01-06,33-007,CLE,ORL,W (+4),37:17,12,23,.522,4,7,.571,5,7,.714,3,7,10,9,6,1,3,33,34.7,+15
40,2018-01-08,33-009,CLE,MIN,L (-28),26:35,4,8,.500,1,3,.333,1,3,.333,1,7,8,5,0,2,3,10,9.1,-39
41,2018-01-11,33-012,CLE,TOR,L (-34),32:14,9,16,.563,0,1,.000,8,10,.800,0,3,3,1,1,2,2,26,19.2,-22
42,2018-01-12,33-013,CLE,IND,L (-2),40:27,11,25,.440,2,9,.222,3,4,.750,2,6,8,11,3,1,5,27,22.3,-6
43,2018-01-15,33-016,CLE,GSW,L (-10),36:15,12,18,.667,0,2,.000,8,13,.615,2,6,8,6,3,4,8,32,26.2,-14
44,2018-01-18,33-019,CLE,ORL,W (+1),34:47,7,16,.438,0,4,.000,2,8,.250,1,4,5,6,1,0,6,16,5.9,-4
45,2018-01-20,33-021,CLE,OKC,L (-24),38:22,8,17,.471,0,4,.000,2,4,.500,0,3,3,7,0,1,2,18,12.2,-33
46,2018-01-23,33-024,CLE,SAS,L (-12),37:57,10,23,.435,2,6,.333,6,10,.600,2,7,9,7,0,1,5,28,18.4,-10
47,2018-01-26,33-027,CLE,IND,W (+7),39:55,11,17,.647,0,2,.000,4,5,.800,0,10,10,11,4,1,11,26,22.5,+12
48,2018-01-28,33-029,CLE,DET,W (+17),37:48,8,15,.533,1,4,.250,8,9,.889,1,7,8,14,1,0,3,25,27.9,+18
49,2018-01-30,33-031,CLE,DET,L (-11),37:45,9,20,.450,2,7,.286,1,2,.500,0,6,6,7,0,1,4,21,12.8,-13
50,2018-01-31,33-032,CLE,MIA,W (+2),38:17,8,21,.381,1,6,.167,7,11,.636,2,9,11,5,1,0,7,24,12.1,+3
51,2018-02-03,33-035,CLE,HOU,L (-32),31:22,3,10,.300,1,2,.500,4,4,1.000,1,8,9,9,2,1,2,11,15.3,-17
52,2018-02-06,33-038,CLE,ORL,L (-18),33:05,10,17,.588,2,4,.500,3,4,.750,1,9,10,5,1,0,6,25,17.0,-14
53,2018-02-07,33-039,CLE,MIN,W (+2),48:19,16,22,.727,5,7,.714,0,2,.000,1,9,10,15,1,1,5,37,36.6,-1
54,2018-02-09,33-041,CLE,ATL,W (+16),40:43,8,20,.400,0,3,.000,6,7,.857,2,10,12,19,0,0,3,22,24.7,+12
55,2018-02-11,33-043,CLE,BOS,W (+22),27:54,9,20,.450,2,5,.400,4,7,.571,0,8,8,10,1,1,2,24,21.1,+23
56,2018-02-13,33-045,CLE,OKC,W (+8),39:44,14,23,.609,3,7,.429,6,10,.600,0,8,8,8,0,1,5,37,28.2,-1
57,2018-02-22,33-054,CLE,WAS,L (-7),36:36,13,18,.722,1,4,.250,5,9,.556,1,8,9,8,2,0,4,32,28.9,-10
58,2018-02-23,33-055,CLE,MEM,W (+23),36:40,7,16,.438,0,2,.000,4,4,1.000,0,14,14,11,1,0,3,18,19.5,+18
59,2018-02-25,33-057,CLE,SAS,L (-16),39:58,14,25,.560,2,5,.400,3,4,.750,2,11,13,9,1,0,6,33,25.5,-8
60,2018-02-27,33-059,CLE,BRK,W (+6),38:46,13,25,.520,2,4,.500,3,3,1.000,4,8,12,11,1,0,1,31,31.2,+2
61,2018-03-01,33-061,CLE,PHI,L (-11),39:02,12,24,.500,2,6,.333,4,6,.667,1,8,9,8,1,0,3,30,23.1,-8
62,2018-03-03,33-063,CLE,DEN,L (-9),42:23,8,19,.421,1,4,.250,8,11,.727,1,9,10,15,2,0,3,25,25.8,-6
63,2018-03-05,33-065,CLE,DET,W (+22),28:44,11,17,.647,5,7,.714,4,6,.667,2,5,7,7,1,0,3,31,27.7,+14
64,2018-03-07,33-067,CLE,DEN,W (+5),39:08,15,25,.600,5,8,.625,4,8,.500,1,7,8,10,1,0,3,39,32.9,+8
65,2018-03-09,33-069,CLE,LAC,L (-14),38:53,11,20,.550,3,7,.429,0,2,.000,0,10,10,6,2,3,5,25,20.1,-16
66,2018-03-11,33-071,CLE,LAL,L (-14),31:27,9,20,.450,2,8,.250,4,5,.800,2,8,10,7,1,1,2,24,21.6,-13
